name,base_id,char_definitionId
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:FIVE_STAR
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:SIX_STAR
Lando Calrissian,ADMINISTRATORLANDO,ADMINISTRATORLANDO:TWO_STAR
Sun Fac,SUNFAC,SUNFAC:TWO_STAR
Sun Fac,SUNFAC,SUNFAC:FOUR_STAR
Sun Fac,SUNFAC,SUNFAC:SEVEN_STAR
Sun Fac,SUNFAC,SUNFAC:FIVE_STAR
Sun Fac,SUNFAC,SUNFAC:SIX_STAR
Sun Fac,SUNFAC,SUNFAC:THREE_STAR
Sun Fac,SUNFAC,SUNFAC:ONE_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:ONE_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:THREE_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:SEVEN_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:FOUR_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:FIVE_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:TWO_STAR
Imperial TIE Bomber,TIEBOMBERIMPERIAL,TIEBOMBERIMPERIAL:SIX_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:TWO_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:SIX_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:SEVEN_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:FIVE_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:FOUR_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:ONE_STAR
Anakin's Eta-2 Starfighter,JEDISTARFIGHTERANAKIN,JEDISTARFIGHTERANAKIN:THREE_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:THREE_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:ONE_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:TWO_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:FIVE_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:SEVEN_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:SIX_STAR
Darth Sidious,DARTHSIDIOUS,DARTHSIDIOUS:FOUR_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:ONE_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:THREE_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:TWO_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:SIX_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:SEVEN_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:FIVE_STAR
Chief Chirpa,CHIEFCHIRPA,CHIEFCHIRPA:FOUR_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:ONE_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:TWO_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:FIVE_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:FOUR_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:SEVEN_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:SIX_STAR
"Garazeb ""Zeb"" Orrelios",ZEBS3,ZEBS3:THREE_STAR
Ghost,GHOST,GHOST:TWO_STAR
Ghost,GHOST,GHOST:FOUR_STAR
Ghost,GHOST,GHOST:FIVE_STAR
Ghost,GHOST,GHOST:SIX_STAR
Ghost,GHOST,GHOST:SEVEN_STAR
Ghost,GHOST,GHOST:ONE_STAR
Ghost,GHOST,GHOST:THREE_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:ONE_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:THREE_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:SEVEN_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:FOUR_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:FIVE_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:SIX_STAR
0-0-0,TRIPLEZERO,TRIPLEZERO:TWO_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:ONE_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:TWO_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:THREE_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:FIVE_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:SEVEN_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:FOUR_STAR
Nightsister Initiate,NIGHTSISTERINITIATE,NIGHTSISTERINITIATE:SIX_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:ONE_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:TWO_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:SIX_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:SEVEN_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:FOUR_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:FIVE_STAR
Han's Millennium Falcon,MILLENNIUMFALCON,MILLENNIUMFALCON:THREE_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:ONE_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:THREE_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:SEVEN_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:FOUR_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:FIVE_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:TWO_STAR
Executrix,CAPITALSTARDESTROYER,CAPITALSTARDESTROYER:SIX_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:THREE_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:ONE_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:SEVEN_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:FOUR_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:SIX_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:TWO_STAR
Geonosian Brood Alpha,GEONOSIANBROODALPHA,GEONOSIANBROODALPHA:FIVE_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:ONE_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:TWO_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:FIVE_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:SEVEN_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:SIX_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:THREE_STAR
Nightsister Acolyte,NIGHTSISTERACOLYTE,NIGHTSISTERACOLYTE:FOUR_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:TWO_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:SIX_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:FOUR_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:SEVEN_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:FIVE_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:THREE_STAR
Geonosian Soldier,GEONOSIANSOLDIER,GEONOSIANSOLDIER:ONE_STAR
Cal Kestis,CALKESTIS,CALKESTIS:ONE_STAR
Cal Kestis,CALKESTIS,CALKESTIS:THREE_STAR
Cal Kestis,CALKESTIS,CALKESTIS:FOUR_STAR
Cal Kestis,CALKESTIS,CALKESTIS:SEVEN_STAR
Cal Kestis,CALKESTIS,CALKESTIS:SIX_STAR
Cal Kestis,CALKESTIS,CALKESTIS:TWO_STAR
Cal Kestis,CALKESTIS,CALKESTIS:FIVE_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:ONE_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:TWO_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:FIVE_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:FOUR_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:SEVEN_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:SIX_STAR
Raven's Claw,RAVENSCLAW,RAVENSCLAW:THREE_STAR
Darth Maul,MAUL,MAUL:ONE_STAR
Darth Maul,MAUL,MAUL:THREE_STAR
Darth Maul,MAUL,MAUL:FOUR_STAR
Darth Maul,MAUL,MAUL:SEVEN_STAR
Darth Maul,MAUL,MAUL:SIX_STAR
Darth Maul,MAUL,MAUL:TWO_STAR
Darth Maul,MAUL,MAUL:FIVE_STAR
Jawa,JAWA,JAWA:ONE_STAR
Jawa,JAWA,JAWA:THREE_STAR
Jawa,JAWA,JAWA:FOUR_STAR
Jawa,JAWA,JAWA:SEVEN_STAR
Jawa,JAWA,JAWA:SIX_STAR
Jawa,JAWA,JAWA:TWO_STAR
Jawa,JAWA,JAWA:FIVE_STAR
Bossk,BOSSK,BOSSK:ONE_STAR
Bossk,BOSSK,BOSSK:TWO_STAR
Bossk,BOSSK,BOSSK:FIVE_STAR
Bossk,BOSSK,BOSSK:FOUR_STAR
Bossk,BOSSK,BOSSK:SEVEN_STAR
Bossk,BOSSK,BOSSK:SIX_STAR
Bossk,BOSSK,BOSSK:THREE_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:THREE_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:TWO_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:SIX_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:SEVEN_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:FIVE_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:FOUR_STAR
Resistance Pilot,RESISTANCEPILOT,RESISTANCEPILOT:ONE_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:ONE_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:TWO_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:SIX_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:FIVE_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:FOUR_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:SEVEN_STAR
Jedi Knight Luke Skywalker,JEDIKNIGHTLUKE,JEDIKNIGHTLUKE:THREE_STAR
General Veers,VEERS,VEERS:ONE_STAR
General Veers,VEERS,VEERS:TWO_STAR
General Veers,VEERS,VEERS:FIVE_STAR
General Veers,VEERS,VEERS:FOUR_STAR
General Veers,VEERS,VEERS:SEVEN_STAR
General Veers,VEERS,VEERS:SIX_STAR
General Veers,VEERS,VEERS:THREE_STAR
Pao,PAO,PAO:TWO_STAR
Pao,PAO,PAO:SIX_STAR
Pao,PAO,PAO:FOUR_STAR
Pao,PAO,PAO:SEVEN_STAR
Pao,PAO,PAO:FIVE_STAR
Pao,PAO,PAO:ONE_STAR
Pao,PAO,PAO:THREE_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:ONE_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:THREE_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:TWO_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:FIVE_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:SIX_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:FOUR_STAR
Wedge Antilles's X-wing,XWINGRED2,XWINGRED2:SEVEN_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:TWO_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:SIX_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:FOUR_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:SEVEN_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:FIVE_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:ONE_STAR
Hyena Bomber,HYENABOMBER,HYENABOMBER:THREE_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:ONE_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:TWO_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:FIVE_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:SIX_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:FOUR_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:SEVEN_STAR
Biggs Darklighter's X-wing,XWINGRED3,XWINGRED3:THREE_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:ONE_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:TWO_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:FIVE_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:SIX_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:FOUR_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:SEVEN_STAR
Darth Revan,DARTHREVAN,DARTHREVAN:THREE_STAR
Dathcha,DATHCHA,DATHCHA:THREE_STAR
Dathcha,DATHCHA,DATHCHA:TWO_STAR
Dathcha,DATHCHA,DATHCHA:FIVE_STAR
Dathcha,DATHCHA,DATHCHA:SEVEN_STAR
Dathcha,DATHCHA,DATHCHA:SIX_STAR
Dathcha,DATHCHA,DATHCHA:ONE_STAR
Dathcha,DATHCHA,DATHCHA:FOUR_STAR
Razor Crest,RAZORCREST,RAZORCREST:ONE_STAR
Razor Crest,RAZORCREST,RAZORCREST:THREE_STAR
Razor Crest,RAZORCREST,RAZORCREST:FOUR_STAR
Razor Crest,RAZORCREST,RAZORCREST:FIVE_STAR
Razor Crest,RAZORCREST,RAZORCREST:SEVEN_STAR
Razor Crest,RAZORCREST,RAZORCREST:TWO_STAR
Razor Crest,RAZORCREST,RAZORCREST:SIX_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:TWO_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:SIX_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:FOUR_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:SEVEN_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:FIVE_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:ONE_STAR
Fennec Shand,FENNECSHAND,FENNECSHAND:THREE_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:THREE_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:TWO_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:FIVE_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:FOUR_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:SEVEN_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:SIX_STAR
Jedi Master Kenobi,JEDIMASTERKENOBI,JEDIMASTERKENOBI:ONE_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:THREE_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:FIVE_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:TWO_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:SEVEN_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:FOUR_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:SIX_STAR
Jedi Knight Anakin,ANAKINKNIGHT,ANAKINKNIGHT:ONE_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:ONE_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:THREE_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:FOUR_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:SEVEN_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:FIVE_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:SIX_STAR
Cere Junda,CEREJUNDA,CEREJUNDA:TWO_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:ONE_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:THREE_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:FOUR_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:SEVEN_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:SIX_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:FIVE_STAR
"Boba Fett, Scion of Jango",BOBAFETTSCION,BOBAFETTSCION:TWO_STAR
Ben Solo,BENSOLO,BENSOLO:ONE_STAR
Ben Solo,BENSOLO,BENSOLO:TWO_STAR
Ben Solo,BENSOLO,BENSOLO:FIVE_STAR
Ben Solo,BENSOLO,BENSOLO:SEVEN_STAR
Ben Solo,BENSOLO,BENSOLO:SIX_STAR
Ben Solo,BENSOLO,BENSOLO:THREE_STAR
Ben Solo,BENSOLO,BENSOLO:FOUR_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:ONE_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:TWO_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:FIVE_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:SEVEN_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:SIX_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:THREE_STAR
Young Han Solo,YOUNGHAN,YOUNGHAN:FOUR_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:THREE_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:ONE_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:SEVEN_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:SIX_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:FOUR_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:FIVE_STAR
Jedi Consular,JEDIKNIGHTCONSULAR,JEDIKNIGHTCONSULAR:TWO_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:THREE_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:ONE_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:FIVE_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:SEVEN_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:FOUR_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:TWO_STAR
TIE Fighter Pilot,TIEFIGHTERPILOT,TIEFIGHTERPILOT:SIX_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:TWO_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:FIVE_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:SEVEN_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:SIX_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:FOUR_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:THREE_STAR
B1 Battle Droid,B1BATTLEDROIDV2,B1BATTLEDROIDV2:ONE_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:THREE_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:ONE_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:FIVE_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:SEVEN_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:FOUR_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:TWO_STAR
MG-100 StarFortress SF-17,MG100STARFORTRESSSF17,MG100STARFORTRESSSF17:SIX_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:ONE_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:THREE_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:SEVEN_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:FOUR_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:FIVE_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:TWO_STAR
Coruscant Underworld Police,CORUSCANTUNDERWORLDPOLICE,CORUSCANTUNDERWORLDPOLICE:SIX_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:THREE_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:ONE_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:FIVE_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:FOUR_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:SEVEN_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:SIX_STAR
Gamorrean Guard,GAMORREANGUARD,GAMORREANGUARD:TWO_STAR
Zaalbar,ZAALBAR,ZAALBAR:ONE_STAR
Zaalbar,ZAALBAR,ZAALBAR:THREE_STAR
Zaalbar,ZAALBAR,ZAALBAR:FIVE_STAR
Zaalbar,ZAALBAR,ZAALBAR:SIX_STAR
Zaalbar,ZAALBAR,ZAALBAR:FOUR_STAR
Zaalbar,ZAALBAR,ZAALBAR:SEVEN_STAR
Zaalbar,ZAALBAR,ZAALBAR:TWO_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:TWO_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:ONE_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:SIX_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:FOUR_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:SEVEN_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:FIVE_STAR
Ewok Scout,EWOKSCOUT,EWOKSCOUT:THREE_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:SIX_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:TWO_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:FIVE_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:SEVEN_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:FOUR_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:ONE_STAR
Veteran Smuggler Chewbacca,SMUGGLERCHEWBACCA,SMUGGLERCHEWBACCA:THREE_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:ONE_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:SIX_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:TWO_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:SEVEN_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:FIVE_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:FOUR_STAR
Ebon Hawk,EBONHAWK,EBONHAWK:THREE_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:THREE_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:ONE_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:FOUR_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:SEVEN_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:SIX_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:FIVE_STAR
Nightsister Zombie,NIGHTSISTERZOMBIE,NIGHTSISTERZOMBIE:TWO_STAR
Old Daka,DAKA,DAKA:FOUR_STAR
Old Daka,DAKA,DAKA:THREE_STAR
Old Daka,DAKA,DAKA:ONE_STAR
Old Daka,DAKA,DAKA:SEVEN_STAR
Old Daka,DAKA,DAKA:SIX_STAR
Old Daka,DAKA,DAKA:FIVE_STAR
Old Daka,DAKA,DAKA:TWO_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:ONE_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:THREE_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:SIX_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:FIVE_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:SEVEN_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:FOUR_STAR
The Mandalorian (Beskar Armor),THEMANDALORIANBESKARARMOR,THEMANDALORIANBESKARARMOR:TWO_STAR
